 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
  202     324   685.6    1.7    2.2   13.5   12.5   12.2
  203     325   694.2    1.7    2.1   13.3   12.5   12.1
  204     326   702.7    1.8    2.0   13.2   12.5   12.0
  205     327   711.3    1.8    1.9   13.1   12.5   11.9
  206     328   719.9    1.8    1.8   13.0   12.5   11.9
  207     329   728.5    1.8    1.7   12.8   12.5   11.8
  208     330   737.0    1.8    1.6   12.7   12.5   11.7
  209     331   745.6    1.9    1.5   12.6   12.5   11.7
  210     332   754.2    1.9    1.4   12.4   12.5   11.6
  211     333   762.7    1.9    1.3   12.3   12.5   11.5
  212     334   771.3    1.9    1.2   12.2   12.5   11.5
  213     335   779.9    1.9    1.2   12.1   12.5   11.4
  214     336   788.4    2.0    1.1   11.9   12.5   11.3
  215     337   797.0    2.0    1.0   11.8   12.5   11.3
  216     338   805.6    2.0    0.9   11.7   12.5   11.2
  217     339   814.2    2.0    0.8   11.5   12.5   11.1
  218     340   822.7    2.1    0.8   11.4   12.5   11.1
  219     341   831.3    2.1    0.7   11.3   12.5   11.0
  220     342   839.9    2.1    0.6   11.1   12.5   11.0
  221     343   848.4    2.1    0.6   11.0   12.5   10.9
  222     344   857.0    2.1    0.5   10.9   12.5   10.8
  223     345   865.6    2.2    0.5   10.7   12.5   10.8
  224     346   874.1    2.2    0.4   10.6   12.4   10.7
  225     347   882.7    2.2    0.4   10.5   12.4   10.7
  226     348   891.3    2.2    0.3   10.3   12.4   10.6
  227     349   899.9    2.2    0.3   10.2   12.4   10.6
  228     350   908.4    2.3    0.2   10.1   12.4   10.5
  229     351   917.0    2.3    0.2    9.9   12.4   10.5
  230     352   925.6    2.3    0.2    9.8   12.4   10.4
  231     353   934.1    2.3    0.1    9.7   12.4   10.4
  232     354   942.7    2.4    0.1    9.5   12.4   10.3
  233     355   951.3    2.4    0.1    9.4   12.3   10.3
  234     356   959.8    2.4    0.1    9.3   12.3   10.2
  235     357   968.4    2.4    0.0    9.1   12.3   10.2
  236     358   977.0    2.4    0.0    9.0   12.3   10.1
  237     359   985.6    2.5    0.0    8.9   12.3   10.1
  238     360   994.1    2.5    0.0    8.7   12.3   10.0
  239     361  1002.7    2.5    0.0    8.6   12.3   10.0
  240     362  1011.3    2.5    0.0    8.5   12.2    9.9
  241     363  1019.8    2.5    0.0    8.4   12.2    9.9
  242     364  1028.4    2.6    0.0    8.2   12.2    9.9
  243     365  1037.0    2.6    0.0    8.1   12.2    9.8
  244       1  1045.5    2.6    0.0    8.0   12.2    9.8
  245       2  1054.1    2.6    0.0    7.9   12.1    9.8
  246       3  1062.7    2.7    0.0    7.7   12.1    9.7
  247       4  1071.3    2.7    0.1    7.6   12.1    9.7
  248       5  1079.8    2.7    0.1    7.5   12.1    9.7
  249       6  1088.4    2.7    0.1    7.4   12.1    9.6
  250       7  1097.0    2.7    0.1    7.2   12.0    9.6
  251       8  1105.5    2.8    0.2    7.1   12.0    9.6
  252       9  1114.1    2.8    0.2    7.0   12.0    9.5
  253      10  1122.7    2.8    0.2    6.9   12.0    9.5
  254      11  1131.2    2.8    0.3    6.8   11.9    9.5
  255      12  1139.8    2.8    0.3    6.6   11.9    9.5
  256      13  1148.4    2.9    0.4    6.5   11.9    9.4
  257      14  1156.9    2.9    0.4    6.4   11.9    9.4
  258      15  1165.5    2.9    0.5    6.3   11.9    9.4
  259      16  1174.1    2.9    0.5    6.2   11.8    9.4
  260      17  1182.7    3.0    0.6    6.1   11.8    9.3
  261      18  1191.2    3.0    0.6    6.0   11.8    9.3
  262      19  1199.8    3.0    0.7    5.9   11.7    9.3
  263      20  1208.4    3.0    0.8    5.8   11.7    9.3
  264      21  1216.9    3.0    0.8    5.7   11.7    9.3
  265      22  1225.5    3.1    0.9    5.5   11.7    9.3
  266      23  1234.1    3.1    1.0    5.4   11.6    9.3
  267      24  1242.6    3.1    1.1    5.3   11.6    9.2
  268      25  1251.2    3.1    1.2    5.2   11.6    9.2
  269      26  1259.8    3.1    1.2    5.2   11.5    9.2
  270      27  1268.4    3.2    1.3    5.1   11.5    9.2
  271      28  1276.9    3.2    1.4    5.0   11.5    9.2
  272      29  1285.5    3.2    1.5    4.9   11.5    9.2
  273      30  1294.1    3.2    1.6    4.8   11.4    9.2
  274      31  1302.6    3.3    1.7    4.7   11.4    9.2
  275      32  1311.2    3.3    1.8    4.6   11.4    9.2
  276      33  1319.8    3.3    1.9    4.5   11.3    9.2
  277      34  1328.3    3.3    2.0    4.4   11.3    9.2
  278      35  1336.9    3.3    2.1    4.3   11.3    9.2
  279      36  1345.5    3.4    2.2    4.3   11.2    9.2
  280      37  1354.1    3.4    2.3    4.2   11.2    9.2
  281      38  1362.6    3.4    2.5    4.1   11.2    9.2
  282      39  1371.2    3.4    2.6    4.0   11.1    9.2
  283      40  1379.8    3.4    2.7    4.0   11.1    9.2
  284      41  1388.3    3.5    2.8    3.9   11.1    9.2
  285      42  1396.9    3.5    2.9    3.8   11.0    9.2
  286      43  1405.5    3.5    3.1    3.8   11.0    9.2
  287      44  1414.0    3.5    3.2    3.7   11.0    9.2
  288      45  1422.6    3.6    3.3    3.6   10.9    9.3
  289      46  1431.2    3.6    3.5    3.6   10.9    9.3
  290      47  1439.8    3.6    3.6    3.5   10.9    9.3
  291      48  1448.3    3.6    3.7    3.5   10.8    9.3
  292      49  1456.9    3.6    3.9    3.4   10.8    9.3
  293      50  1465.5    3.7    4.0    3.3   10.8    9.3
  294      51  1474.0    3.7    4.1    3.3   10.7    9.3
  295      52  1482.6    3.7    4.3    3.2   10.7    9.4
  296      53  1491.2    3.7    4.4    3.2   10.7    9.4
  297      54  1499.7    3.7    4.6    3.2   10.6    9.4
  298      55  1508.3    3.8    4.7    3.1   10.6    9.4
  299      56  1516.9    3.8    4.9    3.1   10.6    9.5
  300      57  1525.5    3.8    5.0    3.0   10.5    9.5
  301      58  1534.0    3.8    5.2    3.0   10.5    9.5
  302      59  1542.6    3.9    5.4    3.0   10.5    9.5
  303      60  1551.2    3.9    5.5    2.9   10.4    9.6
  304      61  1559.7    3.9    5.7    2.9   10.4    9.6
  305      62  1568.3    3.9    5.8    2.9   10.4    9.6
  306      63  1576.9    3.9    6.0    2.9   10.3    9.7
  307      64  1585.4    4.0    6.2    2.8   10.3    9.7
  308      65  1594.0    4.0    6.3    2.8   10.2    9.7
  309      66  1602.6    4.0    6.5    2.8   10.2    9.8
  310      67  1611.2    4.0    6.7    2.8   10.2    9.8
  311      68  1619.7    4.0    6.8    2.8   10.1    9.8
  312      69  1628.3    4.1    7.0    2.8   10.1    9.9
  313      70  1636.9    4.1    7.2    2.8   10.1    9.9
  314      71  1645.4    4.1    7.3    2.8   10.0    9.9
  315      72  1654.0    4.1    7.5    2.8   10.0   10.0
  316      73  1662.6    4.2    7.7    2.7   10.0   10.0
  317      74  1671.1    4.2    7.9    2.8    9.9   10.1
  318      75  1679.7    4.2    8.0    2.8    9.9   10.1
  319      76  1688.3    4.2    8.2    2.8    9.9   10.1
  320      77  1696.9    4.2    8.4    2.8    9.8   10.2
  321      78  1705.4    4.3    8.6    2.8    9.8   10.2
  322      79  1714.0    4.3    8.7    2.8    9.8   10.3
  323      80  1722.6    4.3    8.9    2.8    9.7   10.3
  324      81  1731.1    4.3    9.1    2.8    9.7   10.4
  325      82  1739.7    4.3    9.3    2.8    9.7   10.4
  326      83  1748.3    4.4    9.5    2.9    9.7   10.5
  327      84  1756.8    4.4    9.6    2.9    9.6   10.5
  328      85  1765.4    4.4    9.8    2.9    9.6   10.6
  329      86  1774.0    4.4   10.0    2.9    9.6   10.6
  330      87  1782.6    4.5   10.2    3.0    9.5   10.7
  331      88  1791.1    4.5   10.4    3.0    9.5   10.7
  332      89  1799.7    4.5   10.5    3.0    9.5   10.8
  333      90  1808.3    4.5   10.7    3.1    9.4   10.8
  334      91  1816.8    4.5   10.9    3.1    9.4   10.9
  335      92  1825.4    4.6   11.1    3.2    9.4   11.0
  336      93  1834.0    4.6   11.3    3.2    9.4   11.0
  337      94  1842.5    4.6   11.4    3.2    9.3   11.1
  338      95  1851.1    4.6   11.6    3.3    9.3   11.1
  339      96  1859.7    4.6   11.8    3.3    9.3   11.2
  340      97  1868.3    4.7   12.0    3.4    9.2   11.3
  341      98  1876.8    4.7   12.2    3.5    9.2   11.3
  342      99  1885.4    4.7   12.3    3.5    9.2   11.4
  343     100  1894.0    4.7   12.5    3.6    9.2   11.4
  344     101  1902.5    4.8   12.7    3.6    9.1   11.5
  345     102  1911.1    4.8   12.9    3.7    9.1   11.6
  346     103  1919.7    4.8   13.0    3.8    9.1   11.6
  347     104  1928.2    4.8   13.2    3.8    9.1   11.7
  348     105  1936.8    4.8   13.4    3.9    9.0   11.8
  349     106  1945.4    4.9   13.6    4.0    9.0   11.8
  350     107  1954.0    4.9   13.7    4.0    9.0   11.9
  351     108  1962.5    4.9   13.9    4.1    9.0   11.9
  352     109  1971.1    4.9   14.1    4.2    8.9   12.0
  353     110  1979.7    4.9   14.3    4.3    8.9   12.1
  354     111  1988.2    5.0   14.4    4.3    8.9   12.1
  355     112  1996.8    5.0   14.6    4.4    8.9   12.2
  356     113  2005.4    5.0   14.8    4.5    8.9   12.3
  357     114  2013.9    5.0   14.9    4.6    8.8   12.4
  358     115  2022.5    5.1   15.1    4.7    8.8   12.4
  359     116  2031.1    5.1   15.2    4.8    8.8   12.5
  360     117  2039.7    5.1   15.4    4.9    8.8   12.6
  361     118  2048.2    5.1   15.6    5.0    8.8   12.6
  362     119  2056.8    5.1   15.7    5.1    8.8   12.7
  363     120  2065.4    5.2   15.9    5.2    8.7   12.8
  364     121  2073.9    5.2   16.0    5.2    8.7   12.8
  365     122     8.6    0.0   16.2    5.3    8.7   18.9
  366     123    17.1    0.0   16.3    5.4    8.7   18.9
  367     124    25.7    0.1   16.5    5.5    8.7   19.0
  368     125    34.3    0.1   16.6    5.7    8.7   19.0
  369     126    42.8    0.1   16.8    5.8    8.6   19.1
  370     127    51.4    0.1   16.9    5.9    8.6   19.1
  371     128    60.0    0.1   17.1    6.0    8.6   19.2
  372     129    68.6    0.2   17.2    6.1    8.6   19.3
  373     130    77.1    0.2   17.3    6.2    8.6   19.3
  374     131    85.7    0.2   17.5    6.3    8.6   19.4
  375     132    94.3    0.2   17.6    6.4    8.6   19.4
  376     133   102.8    0.3   17.7    6.5    8.6   19.5
  377     134   111.4    0.3   17.9    6.6    8.6   19.5
  378     135   120.0    0.3   18.0    6.8    8.5   19.6
  379     136   128.5    0.3   18.1    6.9    8.5   19.6
  380     137   137.1    0.3   18.3    7.0    8.5   19.7
  381     138   145.7    0.4   18.4    7.1    8.5   19.7
  382     139   154.3    0.4   18.5    7.2    8.5   19.8
  383     140   162.8    0.4   18.6    7.4    8.5   19.8
  384     141   171.4    0.4   18.7    7.5    8.5   19.9
  385     142   180.0    0.4   18.8    7.6    8.5   19.9
  386     143   188.5    0.5   18.9    7.7    8.5   20.0
  387     144   197.1    0.5   19.0    7.9    8.5   20.0
  388     145   205.7    0.5   19.2    8.0    8.5   20.1
  389     146   214.3    0.5   19.3    8.1    8.5   20.1
  390     147   222.8    0.6   19.4    8.2    8.5   20.2
  391     148   231.4    0.6   19.4    8.4    8.5   20.2
  392     149   240.0    0.6   19.5    8.5    8.5   20.2
  393     150   248.5    0.6   19.6    8.6    8.5   20.3
  394     151   257.1    0.6   19.7    8.7    8.5   20.3
  395     152   265.7    0.7   19.8    8.9    8.5   20.4
  396     153   274.2    0.7   19.9    9.0    8.5   20.4
  397     154   282.8    0.7   20.0    9.1    8.5   20.4
  398     155   291.4    0.7   20.0    9.3    8.5   20.5
  399     156   300.0    0.7   20.1    9.4    8.5   20.5
  400     157   308.5    0.8   20.2    9.5    8.5   20.6
  401     158   317.1    0.8   20.3    9.7    8.5   20.6
  402     159   325.7    0.8   20.3    9.8    8.5   20.6
  403     160   334.2    0.8   20.4    9.9    8.5   20.7
  404     161   342.8    0.9   20.4   10.1    8.5   20.7
  405     162   351.4    0.9   20.5   10.2    8.5   20.7
  406     163   359.9    0.9   20.6   10.3    8.5   20.7
  407     164   368.5    0.9   20.6   10.5    8.6   20.8
  408     165   377.1    0.9   20.7   10.6    8.6   20.8
  409     166   385.7    1.0   20.7   10.7    8.6   20.8
  410     167   394.2    1.0   20.7   10.9    8.6   20.9
  411     168   402.8    1.0   20.8   11.0    8.6   20.9
  412     169   411.4    1.0   20.8   11.1    8.6   20.9
  413     170   419.9    1.0   20.8   11.3    8.6   20.9
  414     171   428.5    1.1   20.9   11.4    8.6   20.9
  415     172   437.1    1.1   20.9   11.5    8.6   21.0
  416     173   445.6    1.1   20.9   11.7    8.7   21.0
  417     174   454.2    1.1   20.9   11.8    8.7   21.0
  418     175   462.8    1.2   21.0   11.9    8.7   21.0
  419     176   471.4    1.2   21.0   12.1    8.7   21.0
  420     177   479.9    1.2   21.0   12.2    8.7   21.1
  421     178   488.5    1.2   21.0   12.3    8.7   21.1
  422     179   497.1    1.2   21.0   12.4    8.8   21.1
  423     180   505.6    1.3   21.0   12.6    8.8   21.1
  424     181   514.2    1.3   21.0   12.7    8.8   21.1
  425     182   522.8    1.3   21.0   12.8    8.8   21.1
  426     183   531.3    1.3   21.0   13.0    8.8   21.1
  427     184   539.9    1.3   21.0   13.1    8.8   21.1
  428     185   548.5    1.4   21.0   13.2    8.9   21.1
  429     186   557.1    1.4   20.9   13.3    8.9   21.2
  430     187   565.6    1.4   20.9   13.5    8.9   21.2
  431     188   574.2    1.4   20.9   13.6    8.9   21.2
  432     189   582.8    1.5   20.9   13.7    8.9   21.2
  433     190   591.3    1.5   20.8   13.8    9.0   21.2
  434     191   599.9    1.5   20.8   13.9    9.0   21.2
  435     192   608.5    1.5   20.8   14.1    9.0   21.2
  436     193   617.0    1.5   20.7   14.2    9.0   21.2
  437     194   625.6    1.6   20.7   14.3    9.1   21.2
  438     195   634.2    1.6   20.7   14.4    9.1   21.2
  439     196   642.8    1.6   20.6   14.5    9.1   21.2
  440     197   651.3    1.6   20.6   14.6    9.1   21.1
  441     198   659.9    1.6   20.5   14.8    9.2   21.1
  442     199   668.5    1.7   20.4   14.9    9.2   21.1
  443     200   677.0    1.7   20.4   15.0    9.2   21.1
  444     201   685.6    1.7   20.3   15.1    9.2   21.1
  445     202   694.2    1.7   20.3   15.2    9.3   21.1
  446     203   702.7    1.8   20.2   15.3    9.3   21.1
  447     204   711.3    1.8   20.1   15.4    9.3   21.1
  448     205   719.9    1.8   20.0   15.5    9.4   21.1
  449     206   728.5    1.8   20.0   15.6    9.4   21.1
  450     207   737.0    1.8   19.9   15.7    9.4   21.0
  451     208   745.6    1.9   19.8   15.8    9.4   21.0
  452     209   754.2    1.9   19.7   15.9    9.5   21.0
  453     210   762.7    1.9   19.6   16.0    9.5   21.0
  454     211   771.3    1.9   19.5   16.1    9.5   21.0
  455     212   779.9    1.9   19.4   16.2    9.6   20.9
  456     213   788.4    2.0   19.4   16.3    9.6   20.9
  457     214   797.0    2.0   19.3   16.4    9.6   20.9
  458     215   805.6    2.0   19.2   16.4    9.7   20.9
  459     216   814.2    2.0   19.0   16.5    9.7   20.8
  460     217   822.7    2.1   18.9   16.6    9.7   20.8
  461     218   831.3    2.1   18.8   16.7    9.7   20.8
  462     219   839.9    2.1   18.7   16.8    9.8   20.8
  463     220   848.4    2.1   18.6   16.8    9.8   20.7
  464     221   857.0    2.1   18.5   16.9    9.8   20.7
  465     222   865.6    2.2   18.4   17.0    9.9   20.7
  466     223   874.1    2.2   18.3   17.1    9.9   20.6
  467     224   882.7    2.2   18.1   17.1    9.9   20.6
  468     225   891.3    2.2   18.0   17.2   10.0   20.6
  469     226   899.9    2.2   17.9   17.3   10.0   20.5
  470     227   908.4    2.3   17.7   17.3   10.0   20.5
  471     228   917.0    2.3   17.6   17.4   10.1   20.4
  472     229   925.6    2.3   17.5   17.5   10.1   20.4
  473     230   934.1    2.3   17.3   17.5   10.1   20.4
  474     231   942.7    2.4   17.2   17.6   10.2   20.3
  475     232   951.3    2.4   17.1   17.6   10.2   20.3
